1992;12,4639
1993;12,2097
1994;13,3787
1995;13,0167
1996;12,2046
1997;13,5472
1998;12,6167
1999;13,0056
2000;13,1435
2001;12,8269
2002;13,1889
2003;13,581
2004;12,7431
2005;12,612
2006;13,3537
2007;13
2008;12,7102
2009;13,1296
2010;12,0963
2011;13,7199
2012;12,9324
2013;12,5602
2014;13,8264
2015;13,6046
2016;13,25
2017;13,4125
2018;13,9616
2019;13,756
2020;14,1463
